EMD_CD,DN
11215109,4.666666666666667
11230101,1.6666666666666667
11230102,3.3333333333333335
11230103,0.6666666666666666
11230104,4.666666666666667
11230105,9.333333333333334
11230106,0.3333333333333333
11230107,5.333333333333333
11230108,9.0
11230109,6.333333333333333
11230110,2.6666666666666665
11260101,8.333333333333334
11260102,1.0
11260103,1.3333333333333333
11260104,4.666666666666667
11260105,8.666666666666666
11260106,5.0
11290101,18.333333333333332
11290102,6.666666666666667
11290103,10.0
11290104,6.333333333333333
11290105,0.6666666666666666
11290106,1.3333333333333333
11290107,8.0
11290108,0.6666666666666666
11290109,3.3333333333333335
11290110,7.333333333333333
11290111,16.0
11290112,10.666666666666666
11290113,4.666666666666667
11290114,2.3333333333333335
11290115,3.3333333333333335
11290116,3.0
11290117,2.3333333333333335
11290118,4.666666666666667
11290119,6.333333333333333
11290120,7.0
11290121,11.0
11290122,4.666666666666667
11290123,11.0
11290124,1.0
11290125,6.0
11290126,0.6666666666666666
11290127,2.0
11290128,9.333333333333334
11290129,1.3333333333333333
11290130,1.0
11290131,4.333333333333333
11290132,9.666666666666666
11290133,18.0
11290134,5.333333333333333
11290135,14.333333333333334
11290136,2.0
11290137,4.666666666666667
11290138,3.0
11290139,3.3333333333333335
11305101,8.666666666666666
11305102,5.333333333333333
11305103,2.3333333333333335
11305104,18.333333333333332
11320105,5.666666666666667
11320106,3.6666666666666665
11320107,1.0
11320108,6.0
11350102,4.0
11350103,2.3333333333333335
11350104,1.6666666666666667
11350105,31.333333333333332
11350106,3.6666666666666665
11380101,16.333333333333332
11380102,18.666666666666668
11380103,11.0
11380104,21.666666666666668
11380105,3.3333333333333335
11380106,0.6666666666666666
11380107,11.666666666666666
11380108,3.0
11380109,17.0
11380110,10.0
11380114,11.0
11410101,6.666666666666667
11410102,4.0
11410103,6.666666666666667
11410104,2.3333333333333335
11410105,1.0
11410106,7.0
11410107,16.333333333333332
11410108,22.0
11410109,13.0
11410110,10.0
11410111,6.0
11410112,7.0
11410113,6.333333333333333
11410114,7.333333333333333
11410115,17.0
11410116,4.666666666666667
11410117,18.666666666666668
11410118,18.0
11410119,6.333333333333333
11410120,1.3333333333333333
11440101,14.0
11440102,3.6666666666666665
11440103,6.333333333333333
11440104,4.0
11440105,1.3333333333333333
11440106,11.0
11440107,4.333333333333333
11440108,4.666666666666667
11440109,10.333333333333334
11440110,10.666666666666666
11440111,1.6666666666666667
11440112,2.6666666666666665
11440113,2.0
11440114,6.0
11440115,4.666666666666667
11440116,4.333333333333333
11440117,4.666666666666667
11440118,3.3333333333333335
11440120,2.0
11440121,4.333333333333333
11440122,1.3333333333333333
11440123,0.0
11440124,0.3333333333333333
11440125,1.3333333333333333
11440126,5.0
11440127,4.0
11470101,4.0
11470102,4.333333333333333
11470103,2.6666666666666665
11500101,2.6666666666666665
11500102,11.333333333333334
11500103,8.0
11500104,0.6666666666666666
11500105,1.3333333333333333
11500106,2.0
11500107,2.0
11500108,2.0
11500109,1.3333333333333333
11500110,2.3333333333333335
11500111,1.3333333333333333
11500112,0.3333333333333333
11500113,2.0
11530101,0.3333333333333333
11530102,5.333333333333333
11530103,6.333333333333333
11530106,4.666666666666667
11530107,10.0
11530108,9.0
11530109,5.666666666666667
11530110,4.666666666666667
11530111,10.333333333333334
11530112,5.666666666666667
11545101,1.0
11545102,2.0
11545103,3.0
11560101,5.666666666666667
11560102,4.0
11560103,1.6666666666666667
11560104,0.3333333333333333
11560105,1.0
11560106,0.3333333333333333
11560107,0.3333333333333333
11560108,3.0
11560109,0.6666666666666666
11560110,3.3333333333333335
11560111,0.3333333333333333
11560112,0.6666666666666666
11560113,0.0
11560114,1.0
11560115,1.0
11560116,0.3333333333333333
11560117,1.3333333333333333
11560118,1.6666666666666667
11560119,3.3333333333333335
11560120,11.333333333333334
11560121,4.333333333333333
11560122,2.0
11560123,2.6666666666666665
11560124,0.3333333333333333
11560125,0.0
11560126,0.3333333333333333
11560127,0.0
11560128,4.0
11560129,0.6666666666666666
11560130,6.333333333333333
11560131,3.0
11560132,0.6666666666666666
11560133,1.0
11560134,4.0
11590101,9.333333333333334
11590102,6.333333333333333
11590103,13.0
11590104,11.666666666666666
11590105,9.0
11590106,7.333333333333333
11590107,2.3333333333333335
11590108,4.333333333333333
11590109,4.333333333333333
11620101,11.666666666666666
11620102,4.666666666666667
11620103,12.666666666666666
11650101,15.333333333333334
11650102,8.0
11650103,9.666666666666666
11650104,9.666666666666666
11650106,2.3333333333333335
11650107,0.6666666666666666
11650108,3.3333333333333335
11650109,18.333333333333332
11650110,11.333333333333334
11650111,11.333333333333334
11680101,5.0
11680103,7.333333333333333
11680104,7.666666666666667
11680105,5.333333333333333
11680106,5.666666666666667
11680107,4.0
11680108,3.6666666666666665
11680110,15.0
11680111,4.666666666666667
11680112,6.0
11680113,4.0
11680114,20.0
11680115,6.333333333333333
11680118,8.0
11710101,7.0
11710102,1.0
11710103,6.0
11710104,1.0
11710105,1.0
11710106,5.0
11710107,2.0
11710108,1.6666666666666667
11710109,2.0
11710111,0.6666666666666666
11710112,1.3333333333333333
11710113,9.0
11710114,3.3333333333333335
11740101,5.0
11740102,2.6666666666666665
11740103,3.3333333333333335
11740105,1.6666666666666667
11740106,5.0
11740107,2.3333333333333335
11740108,0.3333333333333333
11740109,2.3333333333333335
11740110,4.333333333333333
